ConfigName,RunID,LLVM_Pass,MIR_Pass,BinarySize(Bytes),NsPerIter,MBps,TotalRuntime(s),CompileTime(s),Status
EXP_DBL_0370,1,cgp-delete-phis,DestinationPropagation,15720208,7311644.05,2868,6.674568,84.178418,Success
EXP_DBL_0371,1,cleanups,DestinationPropagation,15720208,7770081.85,2699,7.046190,78.289260,Success
EXP_DBL_0372,1,constant-hoisting,DestinationPropagation,15716928,8787640.45,2386,7.675401,81.872723,Success
EXP_DBL_0373,1,copyprop,DestinationPropagation,15722736,7148081.05,2933,6.638329,81.345241,Success
EXP_DBL_0374,1,demotion,DestinationPropagation,15720208,7294121.15,2875,6.516664,78.741020,Success
EXP_DBL_0375,1,gep-const-evaluation,DestinationPropagation,15720208,7368639.75,2846,6.680966,82.611262,Success
EXP_DBL_0376,1,icp,DestinationPropagation,15720208,6880243.10,3048,6.412671,76.489740,Success
EXP_DBL_0377,1,machine-cse,DestinationPropagation,15723888,8592670.30,2440,7.796204,73.011988,Success
EXP_DBL_0378,1,machine-dce,DestinationPropagation,15720848,7253236.20,2891,6.931207,96.119863,Success
EXP_DBL_0379,1,machine-sink,DestinationPropagation,15722944,7498735.40,2796,6.705255,126.355479,Success
EXP_DBL_0380,1,mergeicmps,DestinationPropagation,15720208,7634870.80,2746,7.091106,103.533364,Success
EXP_DBL_0381,1,non-allocatable-phys-copy-opt,DestinationPropagation,15720208,7179768.20,2920,6.633288,103.830953,Success
EXP_DBL_0382,1,phi-elim-edge-splitting,DestinationPropagation,15720480,7525312.05,2786,7.127759,103.240764,Success
EXP_DBL_0383,1,postra-machine-sink,DestinationPropagation,15720336,7675906.55,2732,6.839174,100.715580,Success
EXP_DBL_0384,1,preinline,DestinationPropagation,15720208,8254834.55,2540,7.538969,104.268051,Success
EXP_DBL_0385,1,select-optimize,DestinationPropagation,15720208,6763936.00,3100,6.527897,94.349037,Success
EXP_DBL_0386,1,ssc,DestinationPropagation,15724496,7947163.05,2638,7.372067,99.414287,Success
EXP_DBL_0387,1,type-promotion,DestinationPropagation,15720208,7568105.30,2771,7.141738,100.837892,Success
EXP_DBL_0388,1,auto-upgrade-debug-info,DestinationPropagation,15720208,7172167.15,2924,6.569439,99.828972,Success
EXP_DBL_0389,1,bitcode-version-upgrade,DestinationPropagation,15720208,7486294.50,2801,6.955110,96.916880,Success
EXP_DBL_0390,1,cfi-fixup,DestinationPropagation,15720208,7275077.90,2882,6.854642,96.999320,Success
EXP_DBL_0391,1,cgdata-for-merging,DestinationPropagation,15720208,7546699.40,2778,7.015282,105.841156,Success
EXP_DBL_0392,1,global-outlining,DestinationPropagation,15720208,7370562.05,2845,6.871169,96.248714,Success
EXP_DBL_0393,1,last-run-tracking,DestinationPropagation,15720208,7738394.85,2710,7.175134,96.242620,Success
EXP_DBL_0394,1,layout-fsprofile-loader,DestinationPropagation,15720208,7258886.00,2889,6.905281,99.108725,Success
EXP_DBL_0395,1,nofree-inference,DestinationPropagation,15720208,7783574.30,2694,7.319884,97.001865,Success
EXP_DBL_0396,1,nounwind-inference,DestinationPropagation,15742552,7403004.75,2832,6.703969,97.366324,Success
EXP_DBL_0397,1,ondemand-mds-loading,DestinationPropagation,15720208,7483460.50,2802,7.106847,95.351531,Success
EXP_DBL_0398,1,ra-fsprofile-loader,DestinationPropagation,15720208,7594845.00,2761,6.995335,98.767397,Success
EXP_DBL_0399,1,sample-loader-inlining,DestinationPropagation,15720208,7206779.35,2909,6.790879,102.539701,Success
EXP_DBL_0400,1,thinlto-funcattrs,DestinationPropagation,15720208,7896598.80,2655,7.064451,105.582345,Success
EXP_DBL_0401,1,vp,DestinationPropagation,15720208,7689199.10,2727,7.050552,102.790025,Success
EXP_DBL_0402,1,whole-program-visibility,DestinationPropagation,15720208,7497527.75,2797,6.971770,99.809357,Success
EXP_DBL_0403,1,2addr-hack,DestinationPropagation,15720208,7261985.45,2887,6.773479,95.154232,Success
EXP_DBL_0404,1,cgp,DestinationPropagation,15753440,7766256.85,2700,7.379423,97.173938,Success
EXP_DBL_0405,1,cgp-gc-opts,DestinationPropagation,15720208,7302709.35,2871,6.921848,102.062280,Success
EXP_DBL_0406,1,complex-addr-modes,DestinationPropagation,15721216,7394749.95,2836,7.001075,97.998847,Success
EXP_DBL_0407,1,dfa-sched,DestinationPropagation,15720208,7127858.25,2942,6.512326,90.845958,Success
EXP_DBL_0408,1,i2p-p2i-opt,DestinationPropagation,15720456,7033438.25,2981,6.633550,88.217825,Success
EXP_DBL_0409,1,mr-partial-inlining,DestinationPropagation,15720208,7809679.50,2685,7.106293,93.580668,Success
EXP_DBL_0410,1,partial-inlining,DestinationPropagation,15720208,8533963.15,2457,7.631573,90.721327,Success
EXP_DBL_0411,1,partial-libcall-inlining,DestinationPropagation,15720208,7853337.45,2670,7.167960,93.182357,Success
EXP_DBL_0412,1,peephole,DestinationPropagation,15760160,7699035.45,2723,7.330177,95.954560,Success
EXP_DBL_0413,1,post-ra,DestinationPropagation,15720208,7585291.15,2764,7.026553,87.682679,Success
EXP_DBL_0414,1,spill-fusing,DestinationPropagation,15741536,7960680.75,2634,7.125042,87.723258,Success
EXP_DBL_0415,1,strictnode-mutation,DestinationPropagation,15720208,7582044.35,2765,6.876096,89.739904,Success
EXP_DBL_0416,1,binop-extract-shuffle,EarlyOtherwiseBranch,15721240,7796267.90,2689,7.096710,89.660569,Success
EXP_DBL_0417,1,expand-reductions,EarlyOtherwiseBranch,15721224,7081910.00,2961,6.540086,85.544441,Success
EXP_DBL_0418,1,interleaved-load-combine,EarlyOtherwiseBranch,15721224,7340150.10,2857,6.961476,84.679757,Success
EXP_DBL_0419,1,loop-idiom-vectorize-all,EarlyOtherwiseBranch,15721224,7683663.80,2729,6.840925,89.274870,Success
EXP_DBL_0420,1,loop-idiom-vectorize-bytecmp,EarlyOtherwiseBranch,15721224,8188726.75,2561,7.587559,88.073608,Success
EXP_DBL_0421,1,promote-alloca-to-vector,EarlyOtherwiseBranch,15721224,7403905.10,2832,6.967195,87.268887,Success
EXP_DBL_0422,1,replace-with-vec-lib,EarlyOtherwiseBranch,15721224,7407089.35,2831,6.945606,85.432898,Success
EXP_DBL_0423,1,vector-combine,EarlyOtherwiseBranch,15721240,8322597.00,2519,7.566324,84.605812,Success
EXP_DBL_0424,1,advanced-peeling,EarlyOtherwiseBranch,15719176,7535640.65,2782,6.931364,86.945286,Success
EXP_DBL_0425,1,lftr,EarlyOtherwiseBranch,15719496,8724915.40,2403,7.906529,88.006814,Success
EXP_DBL_0426,1,licm-promotion,EarlyOtherwiseBranch,15718624,7329305.25,2861,6.656541,83.388359,Success
EXP_DBL_0427,1,loop-level-heuristics,EarlyOtherwiseBranch,15721224,8362532.50,2507,7.524008,85.410630,Success
EXP_DBL_0428,1,lsr,EarlyOtherwiseBranch,15717720,7462596.60,2810,6.765816,83.526455,Success
EXP_DBL_0429,1,machine-licm,EarlyOtherwiseBranch,15709928,7421245.55,2825,6.751977,79.885848,Success
EXP_DBL_0430,1,postra-machine-licm,EarlyOtherwiseBranch,15721240,7164349.15,2927,6.432215,84.842604,Success
EXP_DBL_0431,1,preheader-prot,EarlyOtherwiseBranch,15721112,7419174.75,2826,6.618439,79.852958,Success
EXP_DBL_0432,1,block-placement,EarlyOtherwiseBranch,15663864,7182008.80,2920,6.465191,79.396754,Success
EXP_DBL_0433,1,branch-fold,EarlyOtherwiseBranch,15732504,7039471.60,2979,6.370911,78.549774,Success
EXP_DBL_0434,1,cgp-branch-opts,EarlyOtherwiseBranch,15721240,7342173.65,2856,6.671590,80.181937,Success
EXP_DBL_0435,1,cgp-select2branch,EarlyOtherwiseBranch,15721032,7047781.15,2975,6.454797,77.953272,Success
EXP_DBL_0436,1,chr,EarlyOtherwiseBranch,15721224,6999372.90,2996,6.470826,84.095898,Success
EXP_DBL_0437,1,early-ifcvt,EarlyOtherwiseBranch,15721224,6966941.70,3010,6.432748,78.307543,Success
EXP_DBL_0438,1,early-taildup,EarlyOtherwiseBranch,15719096,7215459.15,2906,6.492509,80.211493,Success
EXP_DBL_0439,1,ifcvt-diamond,EarlyOtherwiseBranch,15721224,7045535.15,2976,6.607249,77.498193,Success
EXP_DBL_0440,1,ifcvt-forked-diamond,EarlyOtherwiseBranch,15721224,7103400.55,2952,6.532065,79.286152,Success
EXP_DBL_0441,1,ifcvt-simple,EarlyOtherwiseBranch,15721224,7644598.60,2743,6.885225,106.862095,Success
EXP_DBL_0442,1,ifcvt-simple-false,EarlyOtherwiseBranch,15721224,7007538.65,2992,6.651534,94.956829,Success
EXP_DBL_0443,1,ifcvt-triangle,EarlyOtherwiseBranch,15721224,6878792.40,3048,6.456321,112.936485,Success
EXP_DBL_0444,1,ifcvt-triangle-false,EarlyOtherwiseBranch,15721224,7528155.20,2785,6.987814,98.446443,Success
EXP_DBL_0445,1,ifcvt-triangle-rev,EarlyOtherwiseBranch,15721224,7298739.10,2873,6.746930,96.211235,Success
EXP_DBL_0446,1,tail-calls,EarlyOtherwiseBranch,15721224,7105679.80,2951,6.499055,100.836852,Success
EXP_DBL_0447,1,tail-duplicate,EarlyOtherwiseBranch,15720296,7537915.95,2782,6.642291,97.839866,Success
EXP_DBL_0448,1,cgp-ext-ld-promotion,EarlyOtherwiseBranch,15721624,7052737.20,2973,6.457891,96.598562,Success
EXP_DBL_0449,1,cgp-store-extract,EarlyOtherwiseBranch,15721224,7353930.00,2851,6.717541,104.350368,Success
EXP_DBL_0450,1,memop-opt,EarlyOtherwiseBranch,15721224,7360180.80,2849,6.748651,92.574851,Success
EXP_DBL_0451,1,separate-const-offset-from-gep,EarlyOtherwiseBranch,15721224,7538851.75,2781,6.864259,101.070358,Success
EXP_DBL_0452,1,adv-copy-opt,EarlyOtherwiseBranch,15721224,7390856.35,2837,6.941450,98.887716,Success
EXP_DBL_0453,1,cgp-delete-phis,EarlyOtherwiseBranch,15721224,7391738.45,2837,6.915725,125.080058,Success
EXP_DBL_0454,1,cleanups,EarlyOtherwiseBranch,15721224,7145178.80,2935,6.871196,96.547217,Success
EXP_DBL_0455,1,constant-hoisting,EarlyOtherwiseBranch,15718648,7260290.00,2888,6.747789,117.323670,Success
EXP_DBL_0456,1,copyprop,EarlyOtherwiseBranch,15723752,6753018.65,3105,6.500470,112.423920,Success
EXP_DBL_0457,1,demotion,EarlyOtherwiseBranch,15721224,7462301.25,2810,6.915869,97.917715,Success
EXP_DBL_0458,1,gep-const-evaluation,EarlyOtherwiseBranch,15721224,7341116.00,2856,6.833689,96.932105,Success
EXP_DBL_0459,1,icp,EarlyOtherwiseBranch,15721224,7033158.90,2981,6.743993,95.212017,Success
EXP_DBL_0460,1,machine-cse,EarlyOtherwiseBranch,15725208,6756967.10,3103,6.353735,99.616165,Success
EXP_DBL_0461,1,machine-dce,EarlyOtherwiseBranch,15722744,7615921.10,2753,7.037799,100.109825,Success
EXP_DBL_0462,1,machine-sink,EarlyOtherwiseBranch,15723944,7074140.45,2964,6.764886,98.654867,Success
EXP_DBL_0463,1,mergeicmps,EarlyOtherwiseBranch,15721224,7932836.60,2643,7.067478,104.906691,Success
EXP_DBL_0464,1,non-allocatable-phys-copy-opt,EarlyOtherwiseBranch,15721224,7214431.40,2906,6.496869,95.533402,Success
EXP_DBL_0465,1,phi-elim-edge-splitting,EarlyOtherwiseBranch,15721560,7388033.15,2838,6.679407,113.350578,Success
EXP_DBL_0466,1,postra-machine-sink,EarlyOtherwiseBranch,15721512,7867236.00,2665,7.044248,100.859548,Success
EXP_DBL_0467,1,preinline,EarlyOtherwiseBranch,15721224,7602654.10,2758,7.052249,105.655489,Success
EXP_DBL_0468,1,select-optimize,EarlyOtherwiseBranch,15721224,7920875.40,2647,7.308061,102.721921,Success
EXP_DBL_0469,1,ssc,EarlyOtherwiseBranch,15726168,7885034.80,2659,7.184214,93.517409,Success
EXP_DBL_0470,1,type-promotion,EarlyOtherwiseBranch,15721224,7630852.60,2748,7.132719,99.742594,Success
EXP_DBL_0471,1,auto-upgrade-debug-info,EarlyOtherwiseBranch,15721224,7052946.40,2973,6.669082,91.810925,Success
EXP_DBL_0472,1,bitcode-version-upgrade,EarlyOtherwiseBranch,15721224,7532739.05,2784,6.956366,97.503254,Success
EXP_DBL_0473,1,cfi-fixup,EarlyOtherwiseBranch,15721224,7201613.60,2912,6.756994,89.477960,Success
EXP_DBL_0474,1,cgdata-for-merging,EarlyOtherwiseBranch,15721224,7153554.95,2931,6.714984,89.750752,Success
EXP_DBL_0475,1,global-outlining,EarlyOtherwiseBranch,15721224,7278755.25,2881,6.849091,96.074399,Success
EXP_DBL_0476,1,last-run-tracking,EarlyOtherwiseBranch,15721224,7066780.00,2967,6.523541,106.479346,Success
EXP_DBL_0477,1,layout-fsprofile-loader,EarlyOtherwiseBranch,15721224,7804760.55,2687,7.004876,92.491074,Success
EXP_DBL_0478,1,nofree-inference,EarlyOtherwiseBranch,15721224,7342683.40,2856,6.675725,98.937069,Success
EXP_DBL_0479,1,nounwind-inference,EarlyOtherwiseBranch,15744192,7070742.05,2965,6.521181,87.383684,Success
EXP_DBL_0480,1,ondemand-mds-loading,EarlyOtherwiseBranch,15721224,8093006.10,2591,7.455070,108.118780,Success
EXP_DBL_0481,1,ra-fsprofile-loader,EarlyOtherwiseBranch,15721224,7510946.00,2792,6.836705,98.015342,Success
EXP_DBL_0482,1,sample-loader-inlining,EarlyOtherwiseBranch,15721224,7263533.25,2887,6.583296,92.234206,Success
EXP_DBL_0483,1,thinlto-funcattrs,EarlyOtherwiseBranch,15721224,7794986.00,2690,7.083330,88.077212,Success
EXP_DBL_0484,1,vp,EarlyOtherwiseBranch,15721224,7613398.05,2754,7.099902,86.454680,Success
EXP_DBL_0485,1,whole-program-visibility,EarlyOtherwiseBranch,15721224,7224374.05,2902,6.962599,93.395696,Success
EXP_DBL_0486,1,2addr-hack,EarlyOtherwiseBranch,15721224,7286068.55,2878,6.943047,91.013958,Success
EXP_DBL_0487,1,cgp,EarlyOtherwiseBranch,15755432,7240760.20,2896,6.696952,85.152526,Success
EXP_DBL_0488,1,cgp-gc-opts,EarlyOtherwiseBranch,15721224,7011613.20,2990,6.467231,93.996471,Success
EXP_DBL_0489,1,complex-addr-modes,EarlyOtherwiseBranch,15722184,7336926.90,2858,6.952221,84.864265,Success
EXP_DBL_0490,1,dfa-sched,EarlyOtherwiseBranch,15721224,7766333.10,2700,7.279254,86.371177,Success
EXP_DBL_0491,1,i2p-p2i-opt,EarlyOtherwiseBranch,15721472,7248636.80,2893,6.747814,103.838112,Success
EXP_DBL_0492,1,mr-partial-inlining,EarlyOtherwiseBranch,15721224,7448891.90,2815,7.164320,86.564131,Success
EXP_DBL_0493,1,partial-inlining,EarlyOtherwiseBranch,15721224,7143762.55,2935,6.999304,86.936783,Success
EXP_DBL_0494,1,partial-libcall-inlining,EarlyOtherwiseBranch,15721224,7514371.50,2790,7.049275,87.086799,Success
EXP_DBL_0495,1,peephole,EarlyOtherwiseBranch,15761576,7575054.60,2768,7.128664,87.039201,Success
EXP_DBL_0496,1,post-ra,EarlyOtherwiseBranch,15721224,7407876.25,2830,6.734933,86.463961,Success
EXP_DBL_0497,1,spill-fusing,EarlyOtherwiseBranch,15742472,7313834.20,2867,6.628735,85.709505,Success
EXP_DBL_0498,1,strictnode-mutation,EarlyOtherwiseBranch,15721224,7822930.05,2680,7.056626,85.354862,Success
EXP_DBL_0499,1,binop-extract-shuffle,EnumSizeOpt,15721176,7367832.15,2846,6.807959,85.558170,Success
EXP_DBL_0500,1,expand-reductions,EnumSizeOpt,15721160,7670621.10,2734,7.204374,85.138446,Success
EXP_DBL_0501,1,interleaved-load-combine,EnumSizeOpt,15721160,7565589.65,2771,7.053827,86.475992,Success
EXP_DBL_0502,1,loop-idiom-vectorize-all,EnumSizeOpt,15721160,7560636.30,2773,7.064799,86.363700,Success
EXP_DBL_0503,1,loop-idiom-vectorize-bytecmp,EnumSizeOpt,15721160,7678940.15,2731,6.988409,83.675175,Success
EXP_DBL_0504,1,promote-alloca-to-vector,EnumSizeOpt,15721160,7438517.95,2819,7.242713,85.298269,Success
EXP_DBL_0505,1,replace-with-vec-lib,EnumSizeOpt,15721160,7082745.40,2960,6.540833,83.127870,Success
EXP_DBL_0506,1,vector-combine,EnumSizeOpt,15721176,7910722.35,2651,6.990903,77.897165,Success
EXP_DBL_0507,1,advanced-peeling,EnumSizeOpt,15719112,7387494.90,2838,6.647822,94.538136,Success
EXP_DBL_0508,1,lftr,EnumSizeOpt,15719416,8364370.35,2507,7.329256,76.642592,Success
EXP_DBL_0509,1,licm-promotion,EnumSizeOpt,15718560,7148123.50,2933,6.530685,78.985813,Success
EXP_DBL_0510,1,loop-level-heuristics,EnumSizeOpt,15721160,7388451.95,2838,6.625445,74.659910,Success
EXP_DBL_0511,1,lsr,EnumSizeOpt,15717704,7434528.85,2820,6.663757,74.287083,Success
EXP_DBL_0512,1,machine-licm,EnumSizeOpt,15709880,7740272.60,2709,7.121647,73.008873,Success
EXP_DBL_0513,1,postra-machine-licm,EnumSizeOpt,15721176,7137156.35,2938,6.380915,75.208963,Success
EXP_DBL_0514,1,preheader-prot,EnumSizeOpt,15721144,7374363.80,2843,6.625970,73.252487,Success
EXP_DBL_0515,1,block-placement,EnumSizeOpt,15663608,7487299.90,2800,6.694146,74.725264,Success
EXP_DBL_0516,1,branch-fold,EnumSizeOpt,15732424,7320162.65,2864,6.647311,73.512626,Success
EXP_DBL_0517,1,cgp-branch-opts,EnumSizeOpt,15721176,7249602.30,2892,6.547684,75.279144,Success
EXP_DBL_0518,1,cgp-select2branch,EnumSizeOpt,15720968,7205783.80,2910,6.499816,73.767140,Success
EXP_DBL_0519,1,chr,EnumSizeOpt,15721160,7056568.15,2971,6.455031,76.637795,Success
EXP_DBL_0520,1,early-ifcvt,EnumSizeOpt,15721160,7140867.45,2936,6.522026,76.268425,Success
EXP_DBL_0521,1,early-taildup,EnumSizeOpt,15719064,7102575.25,2952,6.499064,75.637494,Success
EXP_DBL_0522,1,ifcvt-diamond,EnumSizeOpt,15721160,6873626.90,3051,6.355224,74.397413,Success
EXP_DBL_0523,1,ifcvt-forked-diamond,EnumSizeOpt,15721160,7124389.15,2943,6.696837,92.724471,Success
EXP_DBL_0524,1,ifcvt-simple,EnumSizeOpt,15721160,6885405.70,3045,6.398175,76.739994,Success
EXP_DBL_0525,1,ifcvt-simple-false,EnumSizeOpt,15721160,6931013.80,3025,6.411223,73.869739,Success
EXP_DBL_0526,1,ifcvt-triangle,EnumSizeOpt,15721160,7017985.80,2988,6.485429,75.402724,Success
EXP_DBL_0527,1,ifcvt-triangle-false,EnumSizeOpt,15721160,6559390.35,3197,6.412083,73.075388,Success
EXP_DBL_0528,1,ifcvt-triangle-rev,EnumSizeOpt,15721160,7078868.65,2962,6.547972,73.969357,Success
EXP_DBL_0529,1,tail-calls,EnumSizeOpt,15721160,7067137.35,2967,6.533888,75.776444,Success
EXP_DBL_0530,1,tail-duplicate,EnumSizeOpt,15720136,6655298.80,3151,6.198516,104.548320,Success
EXP_DBL_0531,1,cgp-ext-ld-promotion,EnumSizeOpt,15721560,7637446.90,2745,7.107879,108.700283,Success
EXP_DBL_0532,1,cgp-store-extract,EnumSizeOpt,15721160,7322326.95,2864,6.816449,96.189371,Success
EXP_DBL_0533,1,memop-opt,EnumSizeOpt,15721160,6946852.20,3018,6.311892,93.487394,Success
EXP_DBL_0534,1,separate-const-offset-from-gep,EnumSizeOpt,15721160,6726693.05,3117,6.134580,102.206635,Success
EXP_DBL_0535,1,adv-copy-opt,EnumSizeOpt,15721160,6985672.00,3002,6.722583,97.431382,Success
EXP_DBL_0536,1,cgp-delete-phis,EnumSizeOpt,15721160,7218384.60,2905,6.484481,96.039363,Success
EXP_DBL_0537,1,cleanups,EnumSizeOpt,15721160,7585674.60,2764,6.793313,103.663499,Success
EXP_DBL_0538,1,constant-hoisting,EnumSizeOpt,15718584,7524253.10,2787,7.081337,100.192594,Success
EXP_DBL_0539,1,copyprop,EnumSizeOpt,15723688,7173663.05,2923,6.749197,95.703850,Success
EXP_DBL_0540,1,demotion,EnumSizeOpt,15721160,7643125.15,2743,6.982722,97.275095,Success
EXP_DBL_0541,1,gep-const-evaluation,EnumSizeOpt,15721160,7115119.50,2947,6.737701,90.486440,Success
EXP_DBL_0542,1,icp,EnumSizeOpt,15721160,7283663.85,2879,6.553008,105.055390,Success
EXP_DBL_0543,1,machine-cse,EnumSizeOpt,15725240,7456150.85,2812,6.916534,96.865554,Success
EXP_DBL_0544,1,machine-dce,EnumSizeOpt,15722696,7254808.80,2890,6.845710,93.012562,Success
EXP_DBL_0545,1,machine-sink,EnumSizeOpt,15723800,7122167.55,2944,6.660102,100.622117,Success
EXP_DBL_0546,1,mergeicmps,EnumSizeOpt,15721160,7618905.40,2752,7.125208,94.204229,Success
EXP_DBL_0547,1,non-allocatable-phys-copy-opt,EnumSizeOpt,15721160,7346823.25,2854,6.878759,91.254881,Success
EXP_DBL_0548,1,phi-elim-edge-splitting,EnumSizeOpt,15721624,7056144.30,2972,6.394835,94.782729,Success
EXP_DBL_0549,1,postra-machine-sink,EnumSizeOpt,15721448,7938636.70,2641,8.201712,103.295687,Success
EXP_DBL_0550,1,preinline,EnumSizeOpt,15721160,7209488.35,2908,6.480353,98.663240,Success
EXP_DBL_0551,1,select-optimize,EnumSizeOpt,15721160,7694430.60,2725,6.842619,105.981920,Success
EXP_DBL_0552,1,ssc,EnumSizeOpt,15726216,7507936.30,2793,7.028156,105.452375,Success
EXP_DBL_0553,1,type-promotion,EnumSizeOpt,15721160,8411776.75,2493,7.704565,113.712568,Success
EXP_DBL_0554,1,auto-upgrade-debug-info,EnumSizeOpt,15721160,7652183.80,2740,7.185673,113.186096,Success
EXP_DBL_0555,1,bitcode-version-upgrade,EnumSizeOpt,15721160,7696895.15,2724,7.051459,145.818693,Success
EXP_DBL_0556,1,cfi-fixup,EnumSizeOpt,15721160,7461497.60,2810,7.138320,113.353891,Success
EXP_DBL_0557,1,cgdata-for-merging,EnumSizeOpt,15721160,8194716.90,2559,7.423171,109.819617,Success
EXP_DBL_0558,1,global-outlining,EnumSizeOpt,15721160,7483527.75,2802,6.705834,104.341056,Success
EXP_DBL_0559,1,last-run-tracking,EnumSizeOpt,15721160,7628894.70,2748,7.038805,104.755715,Success
EXP_DBL_0560,1,layout-fsprofile-loader,EnumSizeOpt,15721160,7526563.35,2786,6.991338,108.350920,Success
EXP_DBL_0561,1,nofree-inference,EnumSizeOpt,15721160,7088840.90,2958,6.644015,106.227197,Success
EXP_DBL_0562,1,nounwind-inference,EnumSizeOpt,15744128,7922693.95,2647,7.523170,114.503932,Success
EXP_DBL_0563,1,ondemand-mds-loading,EnumSizeOpt,15721160,7901087.65,2654,7.563831,111.968614,Success
EXP_DBL_0564,1,ra-fsprofile-loader,EnumSizeOpt,15721160,8202023.15,2556,7.971132,118.087583,Success
EXP_DBL_0565,1,sample-loader-inlining,EnumSizeOpt,15721160,8076761.00,2596,7.872090,108.194349,Success
EXP_DBL_0566,1,thinlto-funcattrs,EnumSizeOpt,15721160,8299855.00,2526,7.413389,102.338385,Success
EXP_DBL_0567,1,vp,EnumSizeOpt,15721160,7971152.35,2630,7.791074,108.561889,Success
